feature,target,n,r,rho,p
babylm_log_freq,C1,47507,0.4451030058032474,0.4270401580818196,0
babylm_log_freq,C2,47507,0.029315298772914587,0.0334090493347163,1.6502305468313684e-10
babylm_log_freq,C3,47507,-0.03924730203216544,-0.01893002357429694,1.153882027623831e-17
babylm_log_freq,C4,47507,-0.11038020979779246,-0.12288591327140799,1.161854349824038e-128
babylm_log_freq,C5,47507,0.23136326307704722,0.24604137249620955,0
babylm_log_freq,C6,47507,-0.027518177051899247,-0.032161083205628486,1.9869823023927068e-9
babylm_log_freq,C7,47507,0.046076859036849827,0.04305517103306891,9.372148071782935e-24
babylm_log_freq,C8,47507,-0.13268098992952299,-0.13503540683480766,1.6780277975620993e-185
babylm_log_freq,C9,47507,-0.00687047559162737,-0.006650174551255602,0.13426995582691675
babylm_log_freq,C10,47507,0.024501680041374443,0.023231991556623467,9.239852029135757e-8
babylm_log_freq,C11,47507,-0.04262750001782881,-0.029242214407536923,1.4704978236722347e-20
babylm_log_freq,C12,47507,0.1279236423837255,0.11147795986594371,1.781177354801439e-172
babylm_log_freq,C13,47507,-0.09027751025638595,-0.082858825675747,1.549324303920074e-86
babylm_log_freq,C14,47507,0.05345512482347205,0.05894186733913336,2.060603232947366e-31
babylm_log_freq,C15,47507,-0.13854637160579292,-0.12002135579277574,3.075264591919333e-202
babylm_log_freq,preference,47507,0.12906467612393585,0.12940440136296397,1.4832575260407674e-175
word_length,C1,340042,-0.3755312317188652,-0.3809734044972192,0
word_length,C2,340042,-0.1874279863448299,-0.19134058003802537,0
word_length,C3,340042,0.19833275830817806,0.1932754156280579,0
word_length,C4,340042,-0.06524491885482123,-0.059133463012360186,2.1197175e-317
word_length,C5,340042,-0.01897748600545405,-0.03166127848381725,1.8072443866799827e-28
word_length,C6,340042,-0.05839102373643059,-0.05974421258391713,1.5318906738833453e-254
word_length,C7,340042,-0.15801317422985137,-0.15648238421387303,0
word_length,C8,340042,0.17618652472135404,0.17863833883710764,0
word_length,C9,340042,0.08459294944871082,0.07833153821750209,0
word_length,C10,340042,-0.06055847940361946,-0.05268337846018301,1.1611370153914767e-273
word_length,C11,340042,-0.013018071567433532,-0.020257620553041308,3.161316972597613e-14
word_length,C12,340042,-0.07038416322122379,-0.08348189795021044,0
word_length,C13,340042,0.14634525261779885,0.13778255700704786,0
word_length,C14,340042,-0.017153603593284616,-0.012892386104057248,1.471030311222458e-23
word_length,C15,340042,0.08951801492613984,0.08582269275825197,0
word_length,preference,340042,-0.07604669265786258,-0.07469585962820363,0
n_syllables,C1,299042,-0.3635170096733344,-0.3680575714217161,0
n_syllables,C2,299042,-0.19157451053315888,-0.19606605708526356,0
n_syllables,C3,299042,0.19270293461363636,0.186260778846079,0
n_syllables,C4,299042,-0.06324932225101058,-0.05783224665770373,1.169111778931771e-262
n_syllables,C5,299042,-0.05113805108176595,-0.05763090007182197,2.62395424264779e-172
n_syllables,C6,299042,-0.034708146860465826,-0.036478948905161825,2.2394123616555125e-80
n_syllables,C7,299042,-0.20161538267761006,-0.1996381439101706,0
n_syllables,C8,299042,0.2157923174719401,0.21703175845589376,0
n_syllables,C9,299042,0.07829956863651125,0.07454434427642638,0
n_syllables,C10,299042,-0.09394828051865649,-0.08495697812367414,0
n_syllables,C11,299042,-0.019516649852107208,-0.02441880900865399,1.3528173847654575e-26
n_syllables,C12,299042,0.014645219567143687,0.0017967984140894008,1.1555544418507503e-15
n_syllables,C13,299042,0.08255619576006003,0.07618206552364845,0
n_syllables,C14,299042,-0.05701297465240202,-0.05032208374436948,9.810389439003473e-214
n_syllables,C15,299042,0.10978987644222761,0.10362750107683397,0
n_syllables,preference,299042,-0.073063029995164,-0.07183228777595355,0
pair_cosine_sim,C1,336284,0.004381039666669749,0.004236116327141243,0.011067269295742909
pair_cosine_sim,C2,336284,0.0025024460196427702,0.003430497363714855,0.1467338359728185
pair_cosine_sim,C3,336284,2.8175881230176785e-4,4.1526277627011916e-4,0.8702103298174787
pair_cosine_sim,C4,336284,-0.0014532408525623863,-0.002013726103343075,0.3993785305870162
pair_cosine_sim,C5,336284,0.011061521294428302,0.011220649096801504,1.4105553924194699e-10
pair_cosine_sim,C6,336284,0.0057693977557532845,0.0044735677469971095,8.20783661575459e-4
pair_cosine_sim,C7,336284,0.0017207876960636064,0.0027135970926032422,0.3183366785101398
pair_cosine_sim,C8,336284,-0.0022186927320111995,-0.0035993629823899797,0.1982279210379433
pair_cosine_sim,C9,336284,-8.907985154346218e-4,-9.673548683600278e-4,0.6054548026430893
pair_cosine_sim,C10,336284,-0.0028194543377451186,-0.0029428584098655577,0.1020493163763686
pair_cosine_sim,C11,336284,-4.388174271622798e-4,-2.2424140641258775e-5,0.7991330274891548
pair_cosine_sim,C12,336284,-0.0066401796805861165,-0.00898193819265729,1.1779596244354835e-4
pair_cosine_sim,C13,336284,2.399958947364935e-4,0.0023734277076888238,0.8893133631447225
pair_cosine_sim,C14,336284,0.00546030716064037,0.0038434614866680633,0.0015431510440909995
pair_cosine_sim,C15,336284,-0.00517991750020621,-0.005413408069339451,0.002665927707823615
pair_cosine_sim,preference,336284,-9.489211349550967e-4,-0.002079138534481316,0.582129097873733
